"DXXPT71X.Code.or.Value","DXXPT71X.Value.Description","DXXPT71X.Count","DXXPT71X.Cumulative","DXXPT71X.Skip.to.Item"
"491.1 to 1073.5","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
