"DXXPT91Y.Code.or.Value","DXXPT91Y.Value.Description","DXXPT91Y.Count","DXXPT91Y.Cumulative","DXXPT91Y.Skip.to.Item"
"114.1 to 307.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
