"DXXPT80Y.Code.or.Value","DXXPT80Y.Value.Description","DXXPT80Y.Count","DXXPT80Y.Cumulative","DXXPT80Y.Skip.to.Item"
"95.7 to 287.4","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
