"DXXPT41X.Code.or.Value","DXXPT41X.Value.Description","DXXPT41X.Count","DXXPT41X.Cumulative","DXXPT41X.Skip.to.Item"
"55.7 to 557.8","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
