"AUXRR134.Code.or.Value","AUXRR134.Value.Description","AUXRR134.Count","AUXRR134.Cumulative","AUXRR134.Skip.to.Item"
"-65 to 69","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
