"DXXPT93Y.Code.or.Value","DXXPT93Y.Value.Description","DXXPT93Y.Count","DXXPT93Y.Cumulative","DXXPT93Y.Skip.to.Item"
"98.4 to 315.6","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
