"DXXPT21X.Code.or.Value","DXXPT21X.Value.Description","DXXPT21X.Count","DXXPT21X.Cumulative","DXXPT21X.Skip.to.Item"
"524.4 to 1112.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
