"TYXP031.Code.or.Value","TYXP031.Value.Description","TYXP031.Count","TYXP031.Cumulative","TYXP031.Skip.to.Item"
"-14 to 192","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
