"DXXPT30Y.Code.or.Value","DXXPT30Y.Value.Description","DXXPT30Y.Count","DXXPT30Y.Cumulative","DXXPT30Y.Skip.to.Item"
"71.5 to 259.3","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
