"DXXPT62X.Code.or.Value","DXXPT62X.Value.Description","DXXPT62X.Count","DXXPT62X.Cumulative","DXXPT62X.Skip.to.Item"
"24.8 to 532.2","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
