"DXXPT92X.Code.or.Value","DXXPT92X.Value.Description","DXXPT92X.Count","DXXPT92X.Cumulative","DXXPT92X.Skip.to.Item"
"179.1 to 825.2","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
