"DXXPT8Y.Code.or.Value","DXXPT8Y.Value.Description","DXXPT8Y.Count","DXXPT8Y.Cumulative","DXXPT8Y.Skip.to.Item"
"54.1 to 300","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
