"DXXPT62Y.Code.or.Value","DXXPT62Y.Value.Description","DXXPT62Y.Count","DXXPT62Y.Cumulative","DXXPT62Y.Skip.to.Item"
"45.9 to 282.4","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
