"DXXPT83X.Code.or.Value","DXXPT83X.Value.Description","DXXPT83X.Count","DXXPT83X.Cumulative","DXXPT83X.Skip.to.Item"
"118.6 to 754.7","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
