"DXXPT46X.Code.or.Value","DXXPT46X.Value.Description","DXXPT46X.Count","DXXPT46X.Cumulative","DXXPT46X.Skip.to.Item"
"102.9 to 746.8","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
