"DXXPT0Y.Code.or.Value","DXXPT0Y.Value.Description","DXXPT0Y.Count","DXXPT0Y.Cumulative","DXXPT0Y.Skip.to.Item"
"44.6 to 285.4","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
