"DXXPT43X.Code.or.Value","DXXPT43X.Value.Description","DXXPT43X.Count","DXXPT43X.Cumulative","DXXPT43X.Skip.to.Item"
"36.4 to 493.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
