"WTSPH36.Code.or.Value","WTSPH36.Value.Description","WTSPH36.Count","WTSPH36.Cumulative","WTSPH36.Skip.to.Item"
"0.0000000 to 779052.7439200","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
