"DXXPT42Y.Code.or.Value","DXXPT42Y.Value.Description","DXXPT42Y.Count","DXXPT42Y.Cumulative","DXXPT42Y.Skip.to.Item"
"86.3 to 275.8","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
