"DXXPT52X.Code.or.Value","DXXPT52X.Value.Description","DXXPT52X.Count","DXXPT52X.Cumulative","DXXPT52X.Skip.to.Item"
"472.9 to 1055.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
