"DXXPT50X.Code.or.Value","DXXPT50X.Value.Description","DXXPT50X.Count","DXXPT50X.Cumulative","DXXPT50X.Skip.to.Item"
"642.6 to 1223.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
