"DXXPT4Y.Code.or.Value","DXXPT4Y.Value.Description","DXXPT4Y.Count","DXXPT4Y.Cumulative","DXXPT4Y.Skip.to.Item"
"167.4 to 399.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
