"DXXPT65X.Code.or.Value","DXXPT65X.Value.Description","DXXPT65X.Count","DXXPT65X.Cumulative","DXXPT65X.Skip.to.Item"
"600.2 to 1178.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
