"DXXPT27Y.Code.or.Value","DXXPT27Y.Value.Description","DXXPT27Y.Count","DXXPT27Y.Cumulative","DXXPT27Y.Skip.to.Item"
"142.4 to 372.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
