"CIQD106.Code.or.Value","CIQD106.Value.Description","CIQD106.Count","CIQD106.Cumulative","CIQD106.Skip.to.Item"
"0 to 365","Range of Values",100,100,NA
"777","Refuse",0,100,NA
"999","Don't know",0,100,NA
".","Missing",828,928,NA
