"DXXPT47X.Code.or.Value","DXXPT47X.Value.Description","DXXPT47X.Count","DXXPT47X.Cumulative","DXXPT47X.Skip.to.Item"
"552.4 to 1137.3","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
