"DXXPT74X.Code.or.Value","DXXPT74X.Value.Description","DXXPT74X.Count","DXXPT74X.Cumulative","DXXPT74X.Skip.to.Item"
"53.5 to 702.7","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
