"DXXPT23Y.Code.or.Value","DXXPT23Y.Value.Description","DXXPT23Y.Count","DXXPT23Y.Cumulative","DXXPT23Y.Skip.to.Item"
"115.7 to 306.5","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
