"DXXPT67X.Code.or.Value","DXXPT67X.Value.Description","DXXPT67X.Count","DXXPT67X.Cumulative","DXXPT67X.Skip.to.Item"
"252.5 to 897.9","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
