"DXXPT84Y.Code.or.Value","DXXPT84Y.Value.Description","DXXPT84Y.Count","DXXPT84Y.Cumulative","DXXPT84Y.Skip.to.Item"
"100.2 to 337.3","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
