"DXXPT1Y.Code.or.Value","DXXPT1Y.Value.Description","DXXPT1Y.Count","DXXPT1Y.Cumulative","DXXPT1Y.Skip.to.Item"
"180.1 to 424.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
