"DXXPT81X.Code.or.Value","DXXPT81X.Value.Description","DXXPT81X.Count","DXXPT81X.Cumulative","DXXPT81X.Skip.to.Item"
"574.9 to 1153.1","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
