"DXXPT30X.Code.or.Value","DXXPT30X.Value.Description","DXXPT30X.Count","DXXPT30X.Cumulative","DXXPT30X.Skip.to.Item"
"553.3 to 1136.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
