"AUXRR133.Code.or.Value","AUXRR133.Value.Description","AUXRR133.Count","AUXRR133.Cumulative","AUXRR133.Skip.to.Item"
"-59 to 60","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
