"WTSPH25.Code.or.Value","WTSPH25.Value.Description","WTSPH25.Count","WTSPH25.Cumulative","WTSPH25.Skip.to.Item"
"0.0000000 to 784085.3124100","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
