"DXXPT4Y.Code.or.Value","DXXPT4Y.Value.Description","DXXPT4Y.Count","DXXPT4Y.Cumulative","DXXPT4Y.Skip.to.Item"
"178.9 to 419.6","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
