"DXXPT7Y.Code.or.Value","DXXPT7Y.Value.Description","DXXPT7Y.Count","DXXPT7Y.Cumulative","DXXPT7Y.Skip.to.Item"
"62.8 to 305.1","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
