"WTSPH13.Code.or.Value","WTSPH13.Value.Description","WTSPH13.Count","WTSPH13.Cumulative","WTSPH13.Skip.to.Item"
"0.0000000 to 774699.5958300","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
