"CBQ790.Code.or.Value","CBQ790.Value.Description","CBQ790.Count","CBQ790.Cumulative","CBQ790.Skip.to.Item"
"1","Always",56,56,NA
"2","Most of the time",152,208,NA
"3","Sometimes",394,602,NA
"4","Rarely",268,870,NA
"5","Never",87,957,NA
"6","Do not shop for fruits",2,959,NA
"7","Refused",0,959,NA
"9","Don't know",3,962,NA
".","Missing",1983,2945,NA
