"DXXPT38Y.Code.or.Value","DXXPT38Y.Value.Description","DXXPT38Y.Count","DXXPT38Y.Cumulative","DXXPT38Y.Skip.to.Item"
"174.9 to 412.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
