"DXXPT23Y.Code.or.Value","DXXPT23Y.Value.Description","DXXPT23Y.Count","DXXPT23Y.Cumulative","DXXPT23Y.Skip.to.Item"
"120.1 to 360.9","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
