"DXXPT33Y.Code.or.Value","DXXPT33Y.Value.Description","DXXPT33Y.Count","DXXPT33Y.Cumulative","DXXPT33Y.Skip.to.Item"
"136.6 to 364.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
