"DXXPT38X.Code.or.Value","DXXPT38X.Value.Description","DXXPT38X.Count","DXXPT38X.Cumulative","DXXPT38X.Skip.to.Item"
"21.8 to 485.6","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
