"DXXPT62Y.Code.or.Value","DXXPT62Y.Value.Description","DXXPT62Y.Count","DXXPT62Y.Cumulative","DXXPT62Y.Skip.to.Item"
"68.9 to 252.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
