"DXXPT76Y.Code.or.Value","DXXPT76Y.Value.Description","DXXPT76Y.Count","DXXPT76Y.Cumulative","DXXPT76Y.Skip.to.Item"
"64.2 to 252.1","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
