"DXXPT84X.Code.or.Value","DXXPT84X.Value.Description","DXXPT84X.Count","DXXPT84X.Cumulative","DXXPT84X.Skip.to.Item"
"118.7 to 755.7","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
