"DXXPT63Y.Code.or.Value","DXXPT63Y.Value.Description","DXXPT63Y.Count","DXXPT63Y.Cumulative","DXXPT63Y.Skip.to.Item"
"45.9 to 281.3","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
