"DXXPT37X.Code.or.Value","DXXPT37X.Value.Description","DXXPT37X.Count","DXXPT37X.Cumulative","DXXPT37X.Skip.to.Item"
"314.8 to 958.4","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
