"DXXPT81Y.Code.or.Value","DXXPT81Y.Value.Description","DXXPT81Y.Count","DXXPT81Y.Cumulative","DXXPT81Y.Skip.to.Item"
"42.3 to 225.5","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
