"DXXPT39Y.Code.or.Value","DXXPT39Y.Value.Description","DXXPT39Y.Count","DXXPT39Y.Cumulative","DXXPT39Y.Skip.to.Item"
"166.8 to 399.9","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
