"DXXPT55X.Code.or.Value","DXXPT55X.Value.Description","DXXPT55X.Count","DXXPT55X.Cumulative","DXXPT55X.Skip.to.Item"
"630.5 to 1209.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
