"DXXPT28X.Code.or.Value","DXXPT28X.Value.Description","DXXPT28X.Count","DXXPT28X.Cumulative","DXXPT28X.Skip.to.Item"
"234.1 to 877.5","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
