"DXXPT38X.Code.or.Value","DXXPT38X.Value.Description","DXXPT38X.Count","DXXPT38X.Cumulative","DXXPT38X.Skip.to.Item"
"561.2 to 1141.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
