"CIQP12.Code.or.Value","CIQP12.Value.Description","CIQP12.Count","CIQP12.Cumulative","CIQP12.Skip.to.Item"
"1","Yes",11,11,NA
"2","No",8,19,NA
"7","Refused",0,19,NA
"9","Don't know",0,19,NA
".","Missing",909,928,NA
