"DXXPT20Y.Code.or.Value","DXXPT20Y.Value.Description","DXXPT20Y.Count","DXXPT20Y.Cumulative","DXXPT20Y.Skip.to.Item"
"107.4 to 296.8","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
