"DXXPT75Y.Code.or.Value","DXXPT75Y.Value.Description","DXXPT75Y.Count","DXXPT75Y.Cumulative","DXXPT75Y.Skip.to.Item"
"102.5 to 337.6","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
