"DXXPT62Y.Code.or.Value","DXXPT62Y.Value.Description","DXXPT62Y.Count","DXXPT62Y.Cumulative","DXXPT62Y.Skip.to.Item"
"52.9 to 295.6","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
