"CBQ820.Code.or.Value","CBQ820.Value.Description","CBQ820.Count","CBQ820.Cumulative","CBQ820.Skip.to.Item"
"1","Always",92,92,NA
"2","Most of the time",126,218,NA
"3","Sometimes",428,646,NA
"4","Rarely",366,1012,NA
"5","Never",757,1769,NA
"6","Do not shop for meats",52,1821,NA
"7","Refused",0,1821,NA
"9","Don't know",12,1833,NA
".","Missing",4566,6399,NA
