"DXXPT75X.Code.or.Value","DXXPT75X.Value.Description","DXXPT75X.Count","DXXPT75X.Cumulative","DXXPT75X.Skip.to.Item"
"72.2 to 615.3","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
