"DXXPT49X.Code.or.Value","DXXPT49X.Value.Description","DXXPT49X.Count","DXXPT49X.Cumulative","DXXPT49X.Skip.to.Item"
"169.8 to 812.5","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
