"DXXPT55X.Code.or.Value","DXXPT55X.Value.Description","DXXPT55X.Count","DXXPT55X.Cumulative","DXXPT55X.Skip.to.Item"
"305.1 to 951.9","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
