"DXXPT10Y.Code.or.Value","DXXPT10Y.Value.Description","DXXPT10Y.Count","DXXPT10Y.Cumulative","DXXPT10Y.Skip.to.Item"
"169.9 to 402.8","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
