"DXXPT69X.Code.or.Value","DXXPT69X.Value.Description","DXXPT69X.Count","DXXPT69X.Cumulative","DXXPT69X.Skip.to.Item"
"51.8 to 691.8","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
