"DXXPT79X.Code.or.Value","DXXPT79X.Value.Description","DXXPT79X.Count","DXXPT79X.Cumulative","DXXPT79X.Skip.to.Item"
"-7.4 to 441","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
